battery_power,battery_duration,clock_speed,n_cores,storage,ram,principal_camera,wifi,4G,weight,price,operating_system,brand
700,12,1.8,2,32,1GB,8,0,1,487,1168.2911622598542,iOS,Apple
600,3,2.3,8,32,2GB,4,0,0,454,1891.5009581684974,Android,Asus
800,9,1.4,4,4,0.512GB,4,0,1,413,357.34577000221464,iOS,Apple
1300,23,1.1,4,4,2GB,13,0,0,997,1500.0486641828757,Android,Asus
1800,51,0.5,8,16,2GB,9,1,1,337,960.0228672725733,Android,Xiaomi
1900,11,2.3,8,16,2GB,1,1,1,249,1581.9102943852301,Android,Samsung
900,8,1.4,8,32,2GB,2,0,0,220,2236.936935822525,Android,LG
1000,12,2.6,2,32,1GB,3,0,1,220,120.34247642483524,Android,Asus
1300,100,1.3,1,32,0.256GB,8,0,0,396,1476.0948499088186,Android,Motorola
1700,113,0.5,2,8,1GB,4,0,0,200,1050.1162834041345,Android,Xiaomi
1700,13,1.6,8,8,2GB,3,0,0,394,814.4909643360518,Android,Xiaomi
700,7,2.4,4,8,2GB,1,0,1,501,1389.0106111937398,Android,Motorola
800,53,0.5,2,32,2GB,7,0,0,345,1339.9783028916465,iOS,Apple
1300,59,1.1,2,32,2GB,5,1,1,703,1943.5595532945124,iOS,Apple
1100,11,2.0,4,16,2GB,3,0,1,480,846.7871455203986,Android,Samsung
1600,57,2.8,1,16,2GB,5,1,0,141,1296.8857315367725,iOS,Apple
800,8,2.4,4,32,2GB,4,1,1,569,621.6378676931522,Android,Motorola
1500,10,2.3,4,16,1GB,4,1,1,896,1864.7801282317673,Android,Xiaomi
1900,70,0.9,2,16,2GB,11,1,0,-7,2030.4036318559083,Android,Xiaomi
1500,17,1.4,4,16,0.512GB,8,0,1,553,1760.6871120491708,Android,Xiaomi
1400,10,2.0,8,32,2GB,2,1,0,789,256.0067988702067,Android,LG
1700,68,2.5,1,2,1GB,9,1,0,342,1997.862714478214,iOS,Apple
600,17,0.5,8,32,2GB,1,1,0,524,1346.1958131022657,Android,Xiaomi
600,2,2.9,8,16,2GB,7,1,0,488,1813.4445645150884,iOS,Apple
1600,36,1.1,4,32,2GB,1,0,0,674,783.3944108703529,Android,Samsung
1200,48,0.5,4,16,2GB,2,1,0,244,840.1971781930331,Android,Samsung
1200,8,2.5,4,16,2GB,8,0,0,193,986.8358782356969,iOS,Apple
800,20,0.5,8,32,2GB,5,1,1,616,1322.3183887657183,iOS,Apple
500,2,2.4,8,3,0.256GB,12,0,1,625,1435.5382032465732,Proprietario,Motorola
500,2,2.6,8,8,1GB,1,0,0,432,1565.0762707731078,iOS,Apple
1700,340,0.5,1,16,1GB,2,1,1,622,988.3769568034219,iOS,Apple
1200,22,1.8,2,8,0.256GB,1,0,1,978,1461.2985247081701,Android,Samsung
1500,60,2.5,1,32,2GB,4,1,1,879,998.2493635284342,Proprietario,Samsung
700,4,2.2,8,32,2GB,8,1,0,-123,836.8399223107529,Android,Xiaomi
1600,25,2.1,2,64,0.256GB,3,0,1,152,1469.8044808740688,iOS,Apple
1800,64,1.4,2,8,2GB,1,0,1,798,1821.8490905388658,Android,Xiaomi
1100,30,1.8,2,16,2GB,4,1,0,524,914.6731320192989,Android,Motorola
1400,8,2.4,8,32,2GB,3,0,1,209,1022.7698283295683,Android,LG
1200,13,3.0,2,32,2GB,4,1,0,260,248.51725055268844,iOS,Apple
500,31,1.6,1,32,2GB,6,0,1,444,1114.3131162411175,Android,Samsung
800,32,0.5,4,32,2GB,1,1,1,388,1234.0513248841032,Android,LG
700,4,2.2,8,32,2GB,4,1,0,518,1019.8900276455147,iOS,Apple
1600,12,2.1,4,32,1GB,3,0,1,1119,2029.1376579187754,iOS,Apple
1400,70,1.0,2,32,2GB,2,0,1,812,796.5183752050285,Android,Motorola
1500,25,2.9,2,32,0.256GB,6,1,0,189,561.574306424285,Proprietario,Motorola
1600,69,2.3,1,32,1GB,4,0,1,214,803.0586261315549,Android,Motorola
600,6,2.3,4,32,0.256GB,3,1,1,516,574.8199202362902,iOS,Apple
1200,40,0.5,4,4,0.256GB,16,1,1,318,1178.310260840601,Android,Xiaomi
1300,7,2.8,4,16,2GB,2,0,0,326,885.5718120329307,iOS,Apple
1800,360,0.5,1,32,1GB,12,0,0,584,1212.8332466401935,iOS,Apple
1400,40,0.7,4,32,2GB,4,1,1,759,932.7868241879316,iOS,Apple
900,10,1.5,4,32,2GB,10,1,0,493,812.098268983203,Android,Samsung
1200,26,0.9,4,8,0.256GB,2,1,1,1063,1599.1282613373303,iOS,Apple
1100,122,0.9,1,16,0.512GB,11,1,0,559,1185.7725712468487,Android,Motorola
1400,8,2.1,8,3,2GB,11,1,1,690,2073.4874256602257,iOS,Apple
500,8,1.4,4,32,2GB,3,1,1,399,986.7014473525853,Android,Samsung
700,5,1.7,8,16,2GB,8,0,1,603,948.4397680248555,iOS,Apple
1100,7,2.4,4,8,2GB,2,1,1,399,462.11883652969277,iOS,Apple
1500,35,0.6,8,32,2GB,8,0,1,247,1883.286903461394,Android,Asus
1500,13,2.8,4,32,1GB,17,0,0,540,963.3669080353092,Android,LG
1200,28,0.6,8,32,2GB,2,0,1,186,1065.2968352302273,Android,Asus
1800,12,3.0,4,8,1GB,2,0,1,551,1370.2651852837657,Android,Asus
600,12,1.2,4,8,2GB,5,1,1,348,1182.6315164507837,Android,Motorola
1500,60,0.5,4,32,2GB,8,0,1,530,1286.905947508191,Android,Xiaomi
500,20,0.5,4,16,2GB,8,0,1,629,1655.8157625983667,Proprietario,Asus
900,8,1.7,4,16,2GB,8,1,1,417,1207.8876279076687,iOS,Apple
600,17,0.5,8,16,0.512GB,2,1,0,778,1425.4672153299975,Android,Asus
1900,29,1.3,4,16,2GB,2,0,0,640,1769.378846194158,Android,Motorola
900,56,0.8,2,16,2GB,8,0,1,938,717.486870574993,iOS,Apple
800,5,2.2,8,32,1GB,2,1,0,513,617.8642922936484,Android,LG
700,25,2.7,1,16,1GB,12,0,1,11,1547.8327827896587,Android,Motorola
1100,7,2.4,4,32,0.512GB,11,0,0,534,589.6807692416687,Android,Samsung
1000,15,0.8,8,32,2GB,8,1,0,775,1450.721052015217,iOS,Apple
900,8,2.6,4,16,2GB,15,0,0,236,1025.3465111887506,Android,Asus
1500,25,1.2,4,32,2GB,4,0,0,671,1282.760489342943,Android,Asus
1300,20,2.1,2,4,0.512GB,1,0,1,322,1186.219949763618,Android,Xiaomi
1200,40,0.5,4,4,1GB,8,0,1,340,1797.3386274001268,iOS,Apple
1900,73,2.6,1,32,2GB,4,1,1,734,647.6766358985502,iOS,Apple
1900,380,0.5,1,4,1GB,3,0,1,104,1869.8344352970316,Android,LG
1800,25,1.4,4,32,2GB,2,1,0,130,1145.5308761692015,Android,Motorola
500,35,1.4,1,32,2GB,8,0,0,264,679.162286809007,iOS,Apple
1500,23,1.3,4,4,2GB,1,0,1,15,1005.1733167929635,Android,Asus
1400,35,0.5,8,64,2GB,4,1,1,398,2572.9890033168863,Android,LG
1500,31,2.4,2,32,2GB,5,1,1,107,1577.5930777518433,Android,LG
600,25,0.6,4,16,2GB,12,0,0,725,1657.146587179826,Android,Motorola
1500,10,2.1,8,16,2GB,1,0,1,111,1626.009826555644,Android,Samsung
1900,25,2.5,2,32,1GB,8,1,1,285,312.3020636767594,Android,Asus
1300,22,1.9,2,32,2GB,12,1,1,540,1098.097701431076,Android,LG
600,30,0.5,4,16,1GB,3,1,0,220,1447.0050035768218,Android,Asus
1900,105,0.6,2,32,1GB,9,0,1,909,1049.4295649425312,Android,Asus
1700,340,0.5,1,16,1GB,8,1,1,545,1411.8046517475864,iOS,Apple
1400,8,2.4,8,16,1GB,7,1,1,406,1358.7052024268687,Android,LG
1000,25,1.3,2,16,0.512GB,4,1,1,966,1201.041272153679,Android,Xiaomi
600,9,0.9,8,16,2GB,10,0,0,626,1630.3455869848922,Android,Asus
1400,10,2.3,4,32,2GB,6,0,0,-45,1490.8563669177265,Proprietario,LG
700,17,0.5,8,32,2GB,12,1,1,566,1584.975667240958,iOS,Apple
1600,53,0.5,4,8,2GB,16,1,1,445,1101.6149044137333,Android,LG
1200,16,1.5,4,32,1GB,7,1,0,463,-101.61331759893892,iOS,Apple
600,7,1.1,8,32,2GB,1,1,1,944,44.011592519461146,Android,LG
1200,40,0.5,4,32,2GB,12,0,1,-167,1387.1998972297288,Proprietario,Motorola
1300,24,1.8,2,16,2GB,4,1,0,150,1686.5737834120632,iOS,Apple
1500,7,2.6,8,32,2GB,4,1,0,318,2069.5790703269013,Android,Motorola
1000,9,2.2,4,32,0.512GB,9,0,0,297,855.3376270673793,Android,Samsung
1800,21,1.7,4,32,2GB,4,0,1,337,926.4387562850493,Android,LG
900,90,1.0,1,32,0.512GB,8,0,1,549,241.95960263582253,Android,Samsung
1900,126,0.5,2,32,2GB,3,1,1,369,706.1901850138743,Android,Samsung
1100,11,1.2,8,32,0.512GB,12,1,1,227,1604.100028715312,Proprietario,Motorola
1300,28,0.9,4,16,1GB,5,1,1,258,1311.2249321289266,Android,Motorola
1800,120,0.5,2,16,1GB,12,1,1,1178,812.2187450954991,iOS,Apple
1500,27,1.1,4,32,2GB,4,0,0,30,2004.1467388030114,iOS,Apple
800,10,1.6,4,16,0.512GB,6,1,1,366,1379.400928212283,Android,Xiaomi
600,60,0.5,2,32,0.512GB,5,1,1,427,1299.776612428486,Android,Samsung
1200,14,2.1,4,8,2GB,8,0,0,150,1676.5199698143972,Android,LG
1400,46,0.5,4,16,2GB,1,0,1,606,987.2780771695183,Android,Motorola
1600,14,2.8,4,32,2GB,3,0,0,370,1335.048187662921,Android,Samsung
1600,57,1.4,2,16,2GB,1,1,1,359,1006.6398590101938,Android,Motorola
1700,70,2.4,1,32,2GB,18,1,1,390,1185.7600172503346,Android,Xiaomi
1100,4,2.9,8,16,2GB,2,0,0,457,824.1426843934569,Android,Xiaomi
1500,19,1.9,4,32,2GB,2,1,1,484,1255.2522438148517,Android,Samsung
1600,29,1.8,2,16,2GB,17,1,0,580,696.5243701576067,iOS,Apple
1400,56,0.5,4,32,2GB,1,0,0,285,677.0793294457607,Android,Asus
1300,72,1.8,1,8,2GB,4,1,0,477,1631.8171432218626,iOS,Apple
1700,21,1.0,8,16,0.512GB,4,0,1,794,1620.8359891974153,Android,Samsung
1400,46,1.0,2,16,2GB,8,0,0,558,1213.5205268312652,Proprietario,LG
500,14,1.7,2,4,2GB,12,0,1,439,1777.2435388714493,Proprietario,LG
1500,83,1.8,1,8,0.512GB,6,0,1,617,448.5515719170347,Android,LG
1100,15,1.4,4,32,1GB,3,1,0,392,878.1558088641428,Android,Xiaomi
1700,13,2.5,4,4,2GB,14,1,1,406,845.2429991650145,iOS,Apple
1300,37,0.5,8,32,1GB,12,1,0,469,-133.5496474303161,Android,LG
1700,85,0.5,4,32,0.512GB,12,1,0,220,614.0284804026812,Android,LG
600,3,2.2,8,32,2GB,8,1,1,512,978.7829057744444,Android,Xiaomi
700,3,2.7,8,32,2GB,12,0,0,647,1005.9661707791156,Android,Xiaomi
800,26,0.5,4,32,2GB,12,0,1,340,1822.2052529856833,Android,LG
1900,20,1.9,4,8,1GB,2,1,0,735,1174.897179602212,Android,Motorola
1800,9,2.8,8,32,2GB,7,0,1,932,1770.3630426541235,iOS,Apple
1300,18,1.0,8,32,2GB,2,0,0,1026,1571.0925985209221,iOS,Apple
800,50,0.8,2,16,0.256GB,3,1,0,142,1452.2010415768868,Proprietario,LG
1200,30,1.0,4,32,1GB,3,0,1,451,900.8625162194967,Android,Samsung
900,7,2.5,4,4,1GB,4,1,0,266,2103.880497308216,Android,Samsung
1600,61,1.3,2,16,0.512GB,3,0,1,273,937.2756960811803,Android,LG
800,16,2.5,2,32,2GB,4,1,0,854,1922.0717436939867,Android,LG
1200,48,0.5,4,32,2GB,2,0,0,301,824.5535924606543,Android,Xiaomi
700,3,2.7,8,32,2GB,8,1,1,600,1457.455001484292,Android,Samsung
800,18,1.1,4,4,1GB,2,1,0,421,1232.8706745015295,Proprietario,Asus
1400,51,2.7,1,16,0.512GB,9,0,0,420,1249.8290921057446,Android,Motorola
900,8,1.5,8,32,2GB,5,0,1,367,711.5276789521295,Android,Motorola
600,10,1.4,4,4,0.512GB,4,1,1,587,1194.1788704759504,Android,Motorola
500,14,0.5,8,32,1GB,1,1,0,997,1240.1450712666826,Android,LG
500,9,1.8,2,32,1GB,2,0,1,530,953.5051673261273,Android,Xiaomi
1500,15,1.6,4,4,2GB,6,1,1,704,2145.27489853837,Android,Samsung
700,20,0.5,8,32,1GB,7,0,1,496,1914.5353602504529,Android,Samsung
700,6,2.7,4,16,1GB,8,1,0,813,864.8019123380493,Android,Xiaomi
1400,280,0.5,1,32,0.256GB,2,0,1,587,390.89558640903294,iOS,Apple
700,11,1.5,4,16,0.512GB,4,0,0,892,1426.5214227765434,Android,Samsung
1700,32,2.6,2,16,2GB,8,1,0,441,1120.5286527811936,Android,Motorola
1900,59,1.6,2,32,0.512GB,5,1,1,1067,1558.0929532373273,iOS,Apple
1800,60,0.5,4,32,2GB,10,0,1,139,360.79578389257404,iOS,Apple
1000,15,1.1,4,32,1GB,10,1,1,174,1314.6227826801296,Proprietario,Xiaomi
1200,15,1.6,4,32,2GB,4,0,0,229,1584.7401185120002,Android,Samsung
1200,52,2.3,1,16,1GB,4,0,0,335,1811.7011908716077,Android,Asus
1000,23,0.6,8,4,0.256GB,2,0,1,-412,1693.1920264516657,Android,Xiaomi
700,4,2.1,8,4,1GB,2,1,1,588,601.4918965156362,iOS,Apple
1000,125,0.8,1,32,2GB,7,1,1,276,1542.475465174993,Android,LG
1600,106,0.5,2,3,1GB,11,1,0,438,687.0731753113665,Android,LG
700,35,1.0,2,16,2GB,5,1,1,400,1307.0736263889848,iOS,Apple
1200,10,2.9,4,32,2GB,3,1,0,704,998.4378924466376,Proprietario,Asus
1600,80,0.5,4,32,2GB,2,1,1,435,1184.6503727478685,iOS,Apple
1200,10,2.8,4,8,1GB,3,0,1,778,1087.3436414520627,Android,Asus
500,8,0.8,8,2,0.256GB,12,1,1,768,989.5025538952372,iOS,Apple
800,20,0.5,8,32,0.256GB,12,1,0,568,2434.5490489533013,iOS,Apple
1700,10,2.8,4,32,2GB,3,0,1,884,314.4677345522258,Android,Samsung
1400,31,1.5,2,32,2GB,4,1,1,596,1174.011995903601,Proprietario,Xiaomi
1800,21,1.2,8,32,0.512GB,9,1,1,481,1269.9823156779555,Android,Asus
600,7,2.7,2,4,1GB,6,1,1,648,660.8428960320515,Android,LG
1900,11,2.1,8,32,2GB,7,0,0,642,931.8171231263345,Android,Asus
1100,57,1.9,1,16,1GB,8,0,1,49,304.79528237661054,Android,Motorola
600,4,1.9,8,16,2GB,6,0,0,410,1676.813534742292,Proprietario,Asus
1500,7,2.4,8,16,2GB,8,0,1,383,235.1313956606482,Android,Motorola
1100,84,1.3,1,16,1GB,16,1,1,407,1578.0122795194807,Android,Asus
600,20,0.5,4,32,2GB,8,1,0,137,894.2898137931784,Android,Xiaomi
1800,42,2.1,2,32,2GB,8,1,0,639,1320.263275130088,iOS,Apple
1500,12,1.7,8,16,2GB,10,1,0,345,1853.8370840910638,iOS,Apple
1900,16,1.9,4,8,1GB,6,1,0,677,1764.3763404268789,Proprietario,Samsung
1500,60,0.5,4,32,2GB,6,1,1,451,957.1729402626086,Proprietario,Xiaomi
800,10,1.6,4,32,0.256GB,1,0,1,247,1319.1387493951588,iOS,Apple
1100,7,2.0,8,32,1GB,2,0,1,358,1328.9559833678034,Android,Xiaomi
1500,7,2.6,8,8,2GB,7,0,0,525,767.112900559775,Android,Motorola
1300,21,1.0,4,32,1GB,1,1,0,451,689.3225322532253,iOS,Apple
900,22,0.5,8,32,0.512GB,11,0,0,637,453.30159267754743,Android,LG
1600,45,0.5,8,32,1GB,8,1,1,606,1081.9217635568928,Android,LG
1900,111,1.7,1,32,2GB,17,0,0,416,712.4877596609779,Android,Motorola
900,13,1.1,4,32,1GB,2,1,0,1087,1060.07974917484,iOS,Apple
700,77,0.9,1,32,0.512GB,16,1,1,231,25.01960643967891,Android,Xiaomi
1400,140,0.5,2,8,2GB,11,1,0,382,1228.5797220979953,Android,Asus
1100,61,0.9,2,16,0.256GB,1,0,1,513,766.1301129679766,Android,Motorola
1300,21,2.0,2,32,0.512GB,18,1,0,688,2148.408602597761,iOS,Apple
1900,28,2.2,2,32,1GB,8,0,1,1006,1441.171298028164,Android,Asus
1700,56,0.5,4,8,2GB,6,1,0,892,1292.4729433500436,Android,Asus
1500,12,2.0,4,32,0.512GB,11,1,0,130,838.5766146893211,Android,LG
1900,26,1.8,4,32,1GB,1,0,0,459,1865.9911143281117,iOS,Apple
1400,46,1.5,2,32,2GB,5,0,0,1009,1002.2298187351823,Android,Asus
1700,17,1.4,8,32,1GB,4,0,0,834,1096.0884152826595,Android,Xiaomi
800,53,0.5,2,32,2GB,1,1,1,387,1776.294612690361,Android,Samsung
600,6,1.2,8,32,0.512GB,6,0,1,144,806.5298344978115,iOS,Apple
1100,19,2.8,2,32,2GB,4,1,0,665,757.8211039923764,Android,Samsung
1100,19,0.7,8,32,2GB,3,0,0,367,1900.7370035826139,Android,Samsung
1600,57,0.7,4,64,0.512GB,6,0,1,193,1130.420664788508,Android,Samsung
1100,61,0.9,2,8,0.512GB,6,1,1,474,763.8310962625484,iOS,Apple
500,62,0.8,1,32,0.512GB,7,0,1,808,904.049272447681,Android,Asus
1000,15,2.1,2,64,1GB,6,1,0,618,1631.325508950159,iOS,Apple
700,20,1.7,2,4,0.512GB,2,0,1,388,1561.9178675914673,iOS,Apple
1900,380,0.5,1,16,2GB,2,0,1,753,1449.5875195315284,Android,Xiaomi
1500,65,2.3,1,64,2GB,1,0,0,542,1858.0654629064015,Android,Asus
1300,61,2.1,1,32,0.512GB,14,0,1,847,2005.783778704238,Android,Xiaomi
1600,12,2.1,4,16,0.512GB,5,1,1,772,608.8068500942298,iOS,Apple
900,6,2.1,8,16,0.512GB,5,1,0,828,155.33918612457455,iOS,Apple
1100,73,1.5,1,16,2GB,2,0,0,861,1524.727909022355,Android,Motorola
1900,380,0.5,1,16,1GB,6,1,0,156,1533.8629610687638,iOS,Apple
1400,280,0.5,1,16,2GB,1,1,0,637,1258.0841070759839,iOS,Apple
900,36,0.5,4,8,1GB,5,0,0,392,1066.713568132297,Android,LG
600,120,0.5,1,16,2GB,5,1,0,969,767.7349750765098,Android,Asus
1800,13,2.3,4,8,0.512GB,2,1,1,412,986.0674123474615,Android,Asus
