battery_power,battery_duration,clock_speed,n_cores,storage,ram,principal_camera,wifi,4G,weight,price,operating_system,brand
900,23,1.3,2,32,2GB,4.0,1,True,466,1138.522385941273,iOS,Apple
1700,56,0.5,4,32,2GB,8.0,0,False,703,1058.1465911229195,Proprietario,Motorola
1000,14,1.4,4,32,2GB,2.0,1,True,597,1098.4701797599837,Android,Asus
1400,15,3.0,2,8,1GB,3.0,0,False,381,2059.431421114868,Android,Xiaomi
700,3,2.3,8,256,0.256GB,1.0,1,True,-161,743.0767978049506,Android,Asus
1100,45,1.2,2,32,0.256GB,12.0,0,True,279,1582.666134078677,iOS,Apple
1700,42,2.0,2,32,2GB,15.0,1,True,85,311.7485319783636,Android,Asus
700,8,2.6,2,8,2GB,2.0,0,True,199,1121.818753758101,Android,Xiaomi
600,10,1.9,2,32,2GB,13.0,0,True,665,1071.8156430173356,Android,Xiaomi
1300,65,0.5,4,32,2GB,11.0,0,True,715,1342.5183226645397,Android,Asus
1800,42,1.4,2,16,2GB,4.0,0,False,737,902.125329912521,Android,Samsung
1200,54,1.1,2,8,1GB,8.0,1,False,464,488.1423973331479,Android,Motorola
1100,18,1.5,4,32,2GB,4.0,0,True,72,716.9972220068619,Android,Samsung
1400,40,0.5,8,32,2GB,6.0,1,True,579,1137.853636265883,iOS,Apple
1400,14,2.4,4,16,2GB,1.0,1,True,468,1029.5307976425952,Proprietario,LG
600,20,1.0,2,8,0.256GB,8.0,0,True,709,1146.293103144823,Android,Xiaomi
1000,83,1.2,1,32,2GB,3.0,1,False,803,1402.3322066740257,iOS,Apple
700,6,2.9,4,32,0.512GB,4.0,0,False,586,1524.592527047365,Android,Samsung
800,22,0.6,4,32,1GB,8.0,1,True,157,1660.3725073259995,Android,LG
1100,13,2.8,2,8,0.512GB,4.0,0,True,956,1078.9101224224212,iOS,Apple
1200,75,1.6,1,32,1GB,1.0,1,False,-62,882.8037557827176,Android,LG
1100,11,2.5,4,16,2GB,15.0,1,True,222,222.2106482884,Android,Samsung
1100,18,1.0,4,16,1GB,6.0,1,False,414,1431.9770120273486,iOS,Apple
1500,35,0.6,8,32,2GB,2.0,1,True,470,1097.7267269394536,Proprietario,Motorola
900,7,2.9,4,64,2GB,11.0,0,True,537,858.299903221269,iOS,Apple
1500,33,0.9,4,32,2GB,2.0,1,False,767,774.7584555095978,Android,Xiaomi
1000,41,0.8,2,32,1GB,11.0,0,False,563,834.5161509812799,Proprietario,LG
1100,37,2.9,1,32,2GB,5.0,1,True,525,1503.7918939256608,iOS,Apple
1400,7,2.4,8,16,0.512GB,5.0,1,False,298,800.3633723935261,Android,Xiaomi
1400,14,2.0,4,32,0.512GB,4.0,1,False,342,1035.3085893488685,Android,Xiaomi
1000,11,2.9,2,64,2GB,1.0,0,True,701,790.6743674021275,iOS,Apple
600,24,0.5,4,3,2GB,8.0,1,False,239,1085.3037375034849,Android,LG
1300,29,1.1,4,32,2GB,12.0,1,False,771,946.9238412585566,iOS,Apple
1700,28,2.0,2,32,2GB,2.0,0,True,390,499.1353078022349,Android,LG
1900,13,2.0,8,32,1GB,7.0,0,True,392,304.76197712617545,iOS,Apple
800,4,2.3,8,8,1GB,2.0,1,True,484,995.7182723764784,Android,Samsung
800,5,2.5,4,8,0.256GB,11.0,1,True,-127,1246.8605403345052,Android,Motorola
1300,25,1.7,2,4,1GB,6.0,0,False,497,1224.549755721756,Android,Asus
1100,36,1.0,2,4,2GB,18.0,1,False,392,957.7299106965382,Android,Motorola
1300,11,2.3,4,16,0.512GB,10.0,0,True,542,1033.0776036339946,iOS,Apple
1600,53,0.5,4,32,1GB,3.0,0,True,598,1012.4930402304838,Android,LG
600,12,2.5,2,32,1GB,12.0,0,False,931,1387.5248451568505,Proprietario,Xiaomi
500,14,0.5,8,16,1GB,6.0,0,False,191,1423.5268452316798,Proprietario,LG
1800,60,0.5,4,8,2GB,3.0,0,True,72,2047.3268935236276,Proprietario,Xiaomi
1700,19,1.1,8,8,1GB,4.0,1,True,699,1864.724370133912,Android,Xiaomi
500,20,0.5,4,32,2GB,8.0,0,False,628,815.9791533657346,iOS,Apple
1900,16,2.8,4,32,1GB,4.0,0,True,834,1045.286766525655,Android,Motorola
500,2,2.4,8,8,1GB,1.0,1,True,536,732.3970382984269,Proprietario,Samsung
800,28,0.7,4,32,1GB,2.0,1,True,193,1820.441227372738,Android,Xiaomi
1600,16,1.9,4,16,2GB,5.0,1,False,597,1604.9781079770898,iOS,Apple
1600,13,2.4,4,32,2GB,3.0,0,False,421,1192.264558250398,Android,Samsung
1100,55,2.0,1,32,2GB,4.0,1,False,483,1837.400862460396,Android,Motorola
1700,113,1.5,1,32,2GB,3.0,1,False,501,1545.2310266904865,Android,LG
700,12,1.8,2,32,1GB,8.0,0,True,487,1168.2911622598542,iOS,Apple
600,3,2.3,8,32,2GB,4.0,0,False,454,1891.5009581684972,Android,Asus
800,9,1.4,4,4,0.512GB,4.0,0,True,413,357.34577000221464,iOS,Apple
1300,23,1.1,4,4,2GB,13.0,0,False,997,1500.0486641828757,Android,Asus
1800,51,0.5,8,16,2GB,9.0,1,True,337,960.0228672725732,Android,Xiaomi
1900,11,2.3,8,16,2GB,1.0,1,True,249,1581.91029438523,Android,Samsung
900,8,1.4,8,32,2GB,2.0,0,False,220,2236.936935822525,Android,LG
1000,12,2.6,2,32,1GB,3.0,0,True,220,120.34247642483524,Android,Asus
1300,100,1.3,1,32,0.256GB,8.0,0,False,396,1476.0948499088186,Android,Motorola
1700,113,0.5,2,8,1GB,4.0,0,False,200,1050.1162834041345,Android,Xiaomi
1700,13,1.6,8,8,2GB,3.0,0,False,394,814.4909643360518,Android,Xiaomi
700,7,2.4,4,8,2GB,1.0,0,True,501,1389.0106111937398,Android,Motorola
800,53,0.5,2,32,2GB,7.0,0,False,345,1339.9783028916463,iOS,Apple
1300,59,1.1,2,32,2GB,5.0,1,True,703,1943.5595532945124,iOS,Apple
1100,11,2.0,4,16,2GB,3.0,0,True,480,846.7871455203986,Android,Samsung
1600,57,2.8,1,16,2GB,5.0,1,False,141,1296.8857315367725,iOS,Apple
800,8,2.4,4,32,2GB,4.0,1,True,569,621.6378676931522,Android,Motorola
1500,10,2.3,4,16,1GB,4.0,1,True,896,1864.7801282317675,Android,Xiaomi
1900,70,0.9,2,16,2GB,11.0,1,False,-7,2030.4036318559083,Android,Xiaomi
1500,17,1.4,4,16,0.512GB,8.0,0,True,553,1760.6871120491708,Android,Xiaomi
1400,10,2.0,8,32,2GB,2.0,1,False,789,256.0067988702067,Android,LG
1700,68,2.5,1,2,1GB,9.0,1,False,342,1997.862714478214,iOS,Apple
600,17,0.5,8,32,2GB,1.0,1,False,524,1346.1958131022657,Android,Xiaomi
600,2,2.9,8,16,2GB,7.0,1,False,488,1813.4445645150884,iOS,Apple
1600,36,1.1,4,32,2GB,1.0,0,False,674,783.3944108703529,Android,Samsung
1200,48,0.5,4,16,2GB,2.0,1,False,244,840.1971781930331,Android,Samsung
1200,8,2.5,4,16,2GB,8.0,0,False,193,986.8358782356968,iOS,Apple
800,20,0.5,8,32,2GB,5.0,1,True,616,1322.3183887657185,iOS,Apple
500,2,2.4,8,3,0.256GB,12.0,0,True,625,1435.5382032465732,Proprietario,Motorola
500,2,2.6,8,8,1GB,1.0,0,False,432,1565.0762707731078,iOS,Apple
1700,340,0.5,1,16,1GB,2.0,1,True,622,988.376956803422,iOS,Apple
1200,22,1.8,2,8,0.256GB,1.0,0,True,978,1461.29852470817,Android,Samsung
1500,60,2.5,1,32,2GB,4.0,1,True,879,998.2493635284342,Proprietario,Samsung
700,4,2.2,8,32,2GB,8.0,1,False,-123,836.8399223107529,Android,Xiaomi
1600,25,2.1,2,64,0.256GB,3.0,0,True,152,1469.8044808740688,iOS,Apple
1800,64,1.4,2,8,2GB,1.0,0,True,798,1821.8490905388655,Android,Xiaomi
1100,30,1.8,2,16,2GB,4.0,1,False,524,914.6731320192988,Android,Motorola
1400,8,2.4,8,32,2GB,3.0,0,True,209,1022.7698283295684,Android,LG
1200,13,3.0,2,32,2GB,4.0,1,False,260,248.51725055268844,iOS,Apple
500,31,1.6,1,32,2GB,6.0,0,True,444,1114.3131162411175,Android,Samsung
800,32,0.5,4,32,2GB,1.0,1,True,388,1234.0513248841032,Android,LG
700,4,2.2,8,32,2GB,4.0,1,False,518,1019.8900276455148,iOS,Apple
1600,12,2.1,4,32,1GB,3.0,0,True,1119,2029.1376579187756,iOS,Apple
1400,70,1.0,2,32,2GB,2.0,0,True,812,796.5183752050285,Android,Motorola
1500,25,2.9,2,32,0.256GB,6.0,1,False,189,561.574306424285,Proprietario,Motorola
1600,69,2.3,1,32,1GB,4.0,0,True,214,803.0586261315549,Android,Motorola
600,6,2.3,4,32,0.256GB,3.0,1,True,516,574.8199202362902,iOS,Apple
1200,40,0.5,4,4,0.256GB,16.0,1,True,318,1178.310260840601,Android,Xiaomi
1300,7,2.8,4,16,2GB,2.0,0,False,326,885.5718120329307,iOS,Apple
1800,360,0.5,1,32,1GB,12.0,0,False,584,1212.8332466401937,iOS,Apple
1400,40,0.7,4,32,2GB,4.0,1,True,759,932.7868241879316,iOS,Apple
900,10,1.5,4,32,2GB,10.0,1,False,493,812.098268983203,Android,Samsung
1200,26,0.9,4,8,0.256GB,2.0,1,True,1063,1599.1282613373303,iOS,Apple
1100,122,0.9,1,16,0.512GB,11.0,1,False,559,1185.7725712468489,Android,Motorola
1400,8,2.1,8,3,2GB,11.0,1,True,690,2073.4874256602257,iOS,Apple
500,8,1.4,4,32,2GB,3.0,1,True,399,986.7014473525852,Android,Samsung
700,5,1.7,8,16,2GB,8.0,0,True,603,948.4397680248557,iOS,Apple
1100,7,2.4,4,8,2GB,2.0,1,True,399,462.1188365296928,iOS,Apple
1500,35,0.6,8,32,2GB,8.0,0,True,247,1883.286903461394,Android,Asus
1500,13,2.8,4,32,1GB,17.0,0,False,540,963.3669080353092,Android,LG
1200,28,0.6,8,32,2GB,2.0,0,True,186,1065.296835230227,Android,Asus
1800,12,3.0,4,8,1GB,2.0,0,True,551,1370.2651852837655,Android,Asus
600,12,1.2,4,8,2GB,5.0,1,True,348,1182.6315164507837,Android,Motorola
1500,60,0.5,4,32,2GB,8.0,0,True,530,1286.905947508191,Android,Xiaomi
500,20,0.5,4,16,2GB,8.0,0,True,629,1655.8157625983667,Proprietario,Asus
900,8,1.7,4,16,2GB,8.0,1,True,417,1207.8876279076687,iOS,Apple
600,17,0.5,8,16,0.512GB,2.0,1,False,778,1425.4672153299975,Android,Asus
1900,29,1.3,4,16,2GB,2.0,0,False,640,1769.378846194158,Android,Motorola
900,56,0.8,2,16,2GB,8.0,0,True,938,717.486870574993,iOS,Apple
800,5,2.2,8,32,1GB,2.0,1,False,513,617.8642922936484,Android,LG
700,25,2.7,1,16,1GB,12.0,0,True,11,1547.8327827896587,Android,Motorola
1100,7,2.4,4,32,0.512GB,11.0,0,False,534,589.6807692416687,Android,Samsung
1000,15,0.8,8,32,2GB,8.0,1,False,775,1450.721052015217,iOS,Apple
900,8,2.6,4,16,2GB,15.0,0,False,236,1025.3465111887506,Android,Asus
1500,25,1.2,4,32,2GB,4.0,0,False,671,1282.760489342943,Android,Asus
1300,20,2.1,2,4,0.512GB,1.0,0,True,322,1186.219949763618,Android,Xiaomi
1200,40,0.5,4,4,1GB,8.0,0,True,340,1797.3386274001268,iOS,Apple
1900,73,2.6,1,32,2GB,4.0,1,True,734,647.6766358985502,iOS,Apple
1900,380,0.5,1,4,1GB,3.0,0,True,104,1869.834435297032,Android,LG
1800,25,1.4,4,32,2GB,2.0,1,False,130,1145.5308761692015,Android,Motorola
500,35,1.4,1,32,2GB,8.0,0,False,264,679.162286809007,iOS,Apple
1500,23,1.3,4,4,2GB,1.0,0,True,15,1005.1733167929636,Android,Asus
1400,35,0.5,8,64,2GB,4.0,1,True,398,2572.9890033168863,Android,LG
1500,31,2.4,2,32,2GB,5.0,1,True,107,1577.593077751843,Android,LG
600,25,0.6,4,16,2GB,12.0,0,False,725,1657.146587179826,Android,Motorola
1500,10,2.1,8,16,2GB,1.0,0,True,111,1626.009826555644,Android,Samsung
1900,25,2.5,2,32,1GB,8.0,1,True,285,312.3020636767594,Android,Asus
1300,22,1.9,2,32,2GB,12.0,1,True,540,1098.097701431076,Android,LG
600,30,0.5,4,16,1GB,3.0,1,False,220,1447.0050035768218,Android,Asus
1900,105,0.6,2,32,1GB,9.0,0,True,909,1049.4295649425312,Android,Asus
1700,340,0.5,1,16,1GB,8.0,1,True,545,1411.8046517475864,iOS,Apple
1400,8,2.4,8,16,1GB,7.0,1,True,406,1358.7052024268687,Android,LG
1000,25,1.3,2,16,0.512GB,4.0,1,True,966,1201.041272153679,Android,Xiaomi
600,9,0.9,8,16,2GB,10.0,0,False,626,1630.3455869848922,Android,Asus
1400,10,2.3,4,32,2GB,6.0,0,False,-45,1490.8563669177263,Proprietario,LG
700,17,0.5,8,32,2GB,12.0,1,True,566,1584.975667240958,iOS,Apple
1600,53,0.5,4,8,2GB,16.0,1,True,445,1101.6149044137333,Android,LG
1200,16,1.5,4,32,1GB,7.0,1,False,463,-101.61331759893892,iOS,Apple
600,7,1.1,8,32,2GB,1.0,1,True,944,44.011592519461146,Android,LG
1200,40,0.5,4,32,2GB,12.0,0,True,-167,1387.1998972297288,Proprietario,Motorola
1300,24,1.8,2,16,2GB,4.0,1,False,150,1686.5737834120632,iOS,Apple
1500,7,2.6,8,32,2GB,4.0,1,False,318,2069.5790703269013,Android,Motorola
1000,9,2.2,4,32,0.512GB,9.0,0,False,297,855.3376270673793,Android,Samsung
1800,21,1.7,4,32,2GB,4.0,0,True,337,926.4387562850492,Android,LG
900,90,1.0,1,32,0.512GB,8.0,0,True,549,241.9596026358225,Android,Samsung
1900,126,0.5,2,32,2GB,3.0,1,True,369,706.1901850138743,Android,Samsung
1100,11,1.2,8,32,0.512GB,12.0,1,True,227,1604.100028715312,Proprietario,Motorola
1300,28,0.9,4,16,1GB,5.0,1,True,258,1311.2249321289266,Android,Motorola
1800,120,0.5,2,16,1GB,12.0,1,True,1178,812.2187450954991,iOS,Apple
1500,27,1.1,4,32,2GB,4.0,0,False,30,2004.1467388030117,iOS,Apple
800,10,1.6,4,16,0.512GB,6.0,1,True,366,1379.400928212283,Android,Xiaomi
600mAh,60,0.5,2,32,0.512GB,5.0,1,True,427,1299.776612428486,Android,Samsung
1200,14,2.1,4,8,2GB,8.0,0,False,150,1676.5199698143972,Android,LG
1400,46,0.5,4,16,2GB,1.0,0,True,606,987.2780771695184,Android,Motorola
1600,14,2.8,4,32,2GB,3.0,0,False,370,1335.048187662921,Android,Samsung
1600,57,1.4,2,16,2GB,1.0,1,True,359,1006.6398590101938,Android,Motorola
1700,70,2.4,1,32,2GB,18.0,1,True,390,1185.7600172503346,Android,Xiaomi
1100,4,2.9,8,16,2GB,2.0,0,False,457,824.1426843934569,Android,Xiaomi
1500,19,1.9,4,32,2GB,2.0,1,True,484,1255.2522438148517,Android,Samsung
1600,29,1.8,2,16,2GB,17.0,1,False,580,696.5243701576067,iOS,Apple
1400,56,0.5,4,32,2GB,1.0,0,False,285,677.0793294457607,Android,Asus
1300,72,1.8,1,8,2GB,4.0,1,False,477,1631.8171432218626,iOS,Apple
1700,21,1.0,8,16,0.512GB,4.0,0,True,794,1620.8359891974153,Android,Samsung
1400,46,1.0,2,16,2GB,8.0,0,False,558,1213.5205268312652,Proprietario,LG
500,14,1.7,2,4,2GB,12.0,0,True,439,1777.2435388714491,Proprietario,LG
1500,83,1.8,1,8,0.512GB,6.0,0,True,617,448.5515719170347,Android,LG
1100,15,1.4,4,32,1GB,3.0,1,False,392,878.1558088641428,Android,Xiaomi
1700,13,2.5,4,4,2GB,14.0,1,True,406,845.2429991650145,iOS,Apple
1300,37,0.5,8,32,1GB,12.0,1,False,469,-133.5496474303161,Android,LG
1700,85,0.5,4,32,0.512GB,12.0,1,False,220,614.0284804026812,Android,LG
600,3,2.2,8,32,2GB,8.0,1,True,512,978.7829057744444,Android,Xiaomi
700,3,2.7,8,32,2GB,12.0,0,False,647,1005.9661707791156,Android,Xiaomi
800,26,0.5,4,32,2GB,12.0,0,True,340,1822.2052529856835,Android,LG
1900,20,1.9,4,8,1GB,2.0,1,False,735,1174.897179602212,Android,Motorola
1800,9,2.8,8,32,2GB,7.0,0,True,932,1770.3630426541235,iOS,Apple
1300,18,1.0,8,32,2GB,2.0,0,False,1026,1571.092598520922,iOS,Apple
800,50,0.8,2,16,0.256GB,3.0,1,False,142,1452.2010415768868,Proprietario,LG
1200,30,1.0,4,32,1GB,3.0,0,True,451,900.8625162194968,Android,Samsung
900,7,2.5,4,4,1GB,4.0,1,False,266,2103.880497308216,Android,Samsung
1600,61,1.3,2,16,0.512GB,3.0,0,True,273,937.2756960811804,Android,LG
800,16,2.5,2,32,2GB,4.0,1,False,854,1922.0717436939867,Android,LG
1200,48,0.5,4,32,2GB,2.0,0,False,301,824.5535924606543,Android,Xiaomi
700,3,2.7,8,32,2GB,8.0,1,True,600,1457.455001484292,Android,Samsung
800,18,1.1,4,4,1GB,2.0,1,False,421,1232.8706745015295,Proprietario,Asus
1400,51,2.7,1,16,0.512GB,9.0,0,False,420,1249.8290921057446,Android,Motorola
900,8,1.5,8,32,2GB,5.0,0,True,367,711.5276789521295,Android,Motorola
600,10,1.4,4,4,0.512GB,4.0,1,True,587,1194.1788704759504,Android,Motorola
500,14,0.5,8,32,1GB,1.0,1,False,997,1240.1450712666826,Android,LG
500,9,1.8,2,32,1GB,2.0,0,True,530,953.5051673261272,Android,Xiaomi
1500,15,1.6,4,4,2GB,6.0,1,True,704,2145.27489853837,Android,Samsung
700,20,0.5,8,32,1GB,7.0,0,True,496,1914.5353602504529,Android,Samsung
700,6,2.7,4,16,1GB,8.0,1,False,813,864.8019123380493,Android,Xiaomi
1400,280,0.5,1,32,0.256GB,2.0,0,True,587,390.89558640903294,iOS,Apple
700,11,1.5,4,16,0.512GB,4.0,0,False,892,1426.5214227765434,Android,Samsung
1700,32,2.6,2,16,2GB,8.0,1,False,441,1120.5286527811936,Android,Motorola
1900,59,1.6,2,32,0.512GB,5.0,1,True,1067,1558.0929532373273,iOS,Apple
1800,60,0.5,4,32,2GB,10.0,0,True,139,360.7957838925741,iOS,Apple
1000,15,1.1,4,32,1GB,10.0,1,True,174,1314.6227826801296,Proprietario,Xiaomi
1200,15,1.6,4,32,2GB,4.0,0,False,229,1584.7401185120002,Android,Samsung
1200,52,2.3,1,16,1GB,4.0,0,False,335,1811.701190871608,Android,Asus
1000,23,0.6,8,4,0.256GB,2.0,0,True,-412,1693.1920264516657,Android,Xiaomi
700,4,2.1,8,4,1GB,2.0,1,True,588,601.4918965156362,iOS,Apple
1000,125,0.8,1,32,2GB,7.0,1,True,276,1542.475465174993,Android,LG
1600,106,0.5,2,3,1GB,11.0,1,False,438,687.0731753113665,Android,LG
700,35,1.0,2,16,2GB,5.0,1,True,400,1307.0736263889848,iOS,Apple
1200,10,2.9,4,32,2GB,3.0,1,False,704,998.4378924466376,Proprietario,Asus
1600,80,0.5,4,32,2GB,2.0,1,True,435,1184.6503727478685,iOS,Apple
1200,10,2.8,4,256,1GB,3.0,0,True,778,1087.343641452063,Android,Asus
500,8,0.8,8,2,0.256GB,12.0,1,True,768,989.5025538952372,iOS,Apple
800,20,0.5,8,32,0.256GB,12.0,1,False,568,2434.5490489533013,iOS,Apple
1700,10,2.8,4,32,2GB,3.0,0,True,884,314.4677345522258,Android,Samsung
1400,31,1.5,2,32,2GB,4.0,1,True,596,1174.011995903601,Proprietario,Xiaomi
1800,21,1.2,8,32,0.512GB,9.0,1,True,481,1269.9823156779555,Android,Asus
600,7,2.7,2,4,1GB,6.0,1,True,648,660.8428960320515,Android,LG
1900,11,2.1,8,32,2GB,7.0,0,False,642,931.8171231263344,Android,Asus
1100,57,1.9,1,16,1GB,8.0,0,True,49,304.79528237661054,Android,Motorola
600,4,1.9,8,16,2GB,6.0,0,False,410,1676.813534742292,Proprietario,Asus
1500,7,2.4,8,16,2GB,8.0,0,True,383,235.1313956606482,Android,Motorola
1100,84,1.3,1,16,1GB,16.0,1,True,407,1578.012279519481,Android,Asus
600,20,0.5,4,32,2GB,8.0,1,False,137,894.2898137931784,Android,Xiaomi
1800,42,2.1,2,32,2GB,8.0,1,False,639,1320.263275130088,iOS,Apple
1500,12,1.7,8,16,2GB,10.0,1,False,345,1853.837084091064,iOS,Apple
1900,16,1.9,4,8,1GB,6.0,1,False,677,1764.3763404268789,Proprietario,Samsung
1500,60,0.5,4,32,2GB,6.0,1,True,451,957.1729402626086,Proprietario,Xiaomi
800,10,1.6,4,32,0.256GB,1.0,0,True,247,1319.1387493951588,iOS,Apple
1100,7,2.0,8,32,1GB,2.0,0,True,358,1328.9559833678034,Android,Xiaomi
1500,7,2.6,8,8,2GB,7.0,0,False,525,767.112900559775,Android,Motorola
1300,21,1.0,4,32,1GB,1.0,1,False,451,689.3225322532253,iOS,Apple
900,22,0.5,8,32,0.512GB,11.0,0,False,637,453.3015926775474,Android,LG
1600,45,0.5,8,32,1GB,8.0,1,True,606,1081.9217635568928,Android,LG
1900,111,1.7,1,32,2GB,17.0,0,False,416,712.4877596609779,Android,Motorola
900,13,1.1,4,32,1GB,2.0,1,False,1087,1060.07974917484,iOS,Apple
700,77,0.9,1,32,0.512GB,16.0,1,True,231,25.01960643967891,Android,Xiaomi
1400,140,0.5,2,8,2GB,11.0,1,False,382,1228.5797220979953,Android,Asus
1100,61,0.9,2,16,0.256GB,1.0,0,True,513,766.1301129679766,Android,Motorola
1300,21,2.0,2,32,0.512GB,18.0,1,False,688,2148.408602597761,iOS,Apple
1900,28,2.2,2,32,1GB,8.0,0,True,1006,1441.171298028164,Android,Asus
1700,56,0.5,4,8,2GB,6.0,1,False,892,1292.4729433500436,Android,Asus
1500,12,2.0,4,32,0.512GB,11.0,1,False,130,838.5766146893211,Android,LG
1900,26,1.8,4,32,1GB,1.0,0,False,459,1865.991114328112,iOS,Apple
1400,46,1.5,2,32,2GB,5.0,0,False,1009,1002.2298187351824,Android,Asus
1700,17,1.4,8,32,1GB,4.0,0,False,834,1096.0884152826595,Android,Xiaomi
800,53,0.5,2,32,2GB,1.0,1,True,387,1776.294612690361,Android,Samsung
600,6,1.2,8,32,0.512GB,6.0,0,True,144,806.5298344978115,iOS,Apple
1100,19,2.8,2,32,2GB,4.0,1,False,665,757.8211039923764,Android,Samsung
1100,19,0.7,8,32,2GB,3.0,0,False,367,1900.7370035826136,Android,Samsung
1600,57,0.7,4,64,0.512GB,6.0,0,True,193,1130.420664788508,Android,Samsung
